CSI amplitudes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,state
4240,26,28,26,26,24,23,22,22,20,19,18,18,17,16,16,15,14,13,14,13,12,11,10,10,10,9,7,7,7,6,6,5,5,4,4,4,5,4,4,5,6,6,7,8,8,9,10,10,12,13,13,15,0
4241,29,27,28,26,26,24,22,22,20,21,19,19,18,17,16,17,15,14,14,13,13,12,11,10,10,9,8,8,7,6,6,6,5,5,4,4,4,4,4,4,5,6,7,6,7,8,9,10,11,12,13,13,0
4242,27,27,27,27,25,23,22,22,20,19,18,18,17,16,15,15,14,14,13,13,12,11,11,10,10,9,7,7,6,7,6,6,6,4,5,3,4,5,5,5,6,6,6,8,8,9,10,11,11,12,14,14,0
4243,25,25,24,24,23,22,20,19,18,17,17,16,15,14,14,14,12,12,12,12,11,10,10,9,9,8,7,7,5,6,5,6,5,5,4,5,4,5,4,6,5,5,8,8,8,8,9,12,11,13,13,14,0
4244,28,29,28,28,26,25,23,22,22,20,20,19,19,18,18,16,16,14,16,13,13,13,11,11,11,10,9,8,8,8,7,6,6,5,6,5,5,4,5,5,6,7,6,7,8,8,9,10,11,12,13,14,0
4245,28,28,27,27,25,25,23,22,21,20,19,18,18,17,17,16,15,14,14,13,13,12,11,11,10,9,8,8,7,6,7,5,5,5,4,4,3,4,4,4,4,5,6,7,7,8,9,10,11,11,13,14,0
4246,27,27,27,26,24,23,22,21,20,19,19,17,17,16,16,16,14,14,13,13,12,11,11,10,10,9,8,7,7,6,7,5,5,5,4,5,5,4,5,6,6,7,8,8,8,9,10,11,12,13,13,14,0
4247,27,27,25,26,24,23,22,21,20,19,19,18,17,17,16,15,14,14,14,13,12,11,10,10,10,9,8,8,7,7,6,6,5,5,4,5,5,5,2,4,5,5,6,7,6,8,7,9,9,11,12,13,0
4248,28,27,27,27,26,24,23,23,21,20,19,19,18,17,17,16,16,14,13,13,13,12,12,11,11,10,9,8,7,7,6,6,5,6,5,4,5,4,5,5,5,5,7,6,7,7,9,9,11,11,12,13,0
4249,24,22,23,22,21,19,18,17,16,16,15,14,14,13,13,13,12,11,11,10,10,10,9,9,9,7,6,6,6,5,5,4,4,4,4,3,2,3,3,3,4,4,5,5,7,7,8,8,9,9,11,11,0
4250,28,28,26,27,25,24,23,21,21,19,19,18,17,17,16,16,14,14,13,13,11,12,11,10,10,9,8,7,7,7,6,5,5,5,4,2,4,4,4,5,6,6,7,7,8,9,10,11,12,13,14,15,0
4251,29,29,27,28,26,24,23,22,21,19,19,18,18,17,17,16,15,14,14,13,12,12,11,10,10,10,8,8,7,7,6,6,6,5,5,5,4,4,5,6,5,6,8,8,8,9,10,12,12,13,14,15,0
4252,26,27,25,25,24,22,22,22,19,19,18,17,17,16,16,16,15,14,13,13,12,11,11,11,9,9,8,8,7,7,6,6,5,4,5,2,4,5,4,3,4,5,5,5,6,7,6,9,9,12,11,10,0
4253,28,28,27,26,25,24,24,22,21,20,19,18,18,17,16,16,15,14,13,13,13,12,11,10,10,9,8,7,6,6,5,6,4,4,4,1,4,3,4,5,5,6,7,6,7,8,9,9,12,12,13,14,0
4254,30,27,27,29,28,26,25,24,23,20,19,19,19,18,17,17,16,15,15,14,13,13,12,11,11,10,9,9,8,7,6,7,5,6,4,4,4,4,5,5,4,5,6,6,7,8,8,9,10,11,12,14,0
4255,26,29,27,26,26,24,23,22,21,21,21,21,16,16,15,16,14,13,13,11,15,12,13,11,9,5,10,11,5,6,5,5,6,4,9,8,6,6,3,3,8,8,8,8,8,10,10,10,9,13,15,14,0
4256,30,30,29,29,27,25,24,23,22,21,20,19,18,18,17,16,16,15,15,14,14,12,12,12,10,11,10,9,7,8,7,7,6,6,5,5,4,5,5,4,5,6,6,6,7,7,9,9,10,11,12,13,0
4257,28,27,28,26,26,24,22,21,20,20,19,17,17,16,15,15,14,14,13,13,11,11,10,10,9,9,8,7,6,7,6,6,5,6,3,4,5,4,3,4,6,6,6,7,8,9,9,9,11,12,12,14,0
4258,29,30,28,28,26,25,24,23,22,21,20,19,19,18,17,17,15,14,15,14,14,13,11,11,11,10,9,9,8,7,7,7,6,6,6,5,5,5,5,5,5,7,7,7,8,8,10,9,11,11,14,14,0
4259,26,25,24,24,23,22,21,19,18,17,17,16,16,15,14,14,13,12,12,12,12,10,9,9,8,8,7,7,6,6,6,5,5,5,5,4,4,4,5,5,5,6,6,7,8,8,9,10,10,12,12,13,0
4260,26,28,25,27,24,24,23,21,20,19,19,18,17,16,16,15,15,13,14,13,12,11,10,10,10,9,8,8,7,6,6,6,6,5,5,4,4,4,4,4,4,5,5,6,6,7,8,9,9,10,11,12,0
4261,30,30,29,29,28,26,25,23,22,22,20,19,19,18,18,17,16,15,16,14,14,13,11,11,10,10,8,9,7,7,6,7,5,6,5,4,4,4,4,4,5,6,7,8,8,8,10,11,11,12,14,14,0
4262,27,26,25,25,24,23,22,21,20,19,18,17,16,16,15,15,14,13,13,13,12,11,11,11,10,9,8,8,7,7,7,7,6,6,6,5,5,4,4,5,5,5,6,7,7,7,9,9,10,11,11,13,0
4263,23,23,22,23,21,20,19,18,17,16,16,14,15,13,13,13,12,11,11,10,11,10,9,9,9,8,7,6,6,5,6,6,5,5,5,4,4,4,4,4,4,5,5,7,6,7,8,8,8,9,10,11,0
4264,28,28,27,27,25,25,23,22,21,20,19,18,17,17,16,16,15,14,14,13,12,11,10,10,9,9,8,7,7,6,6,6,5,5,4,4,4,4,4,4,5,6,6,7,8,9,9,10,11,11,13,15,0
4265,26,25,25,25,24,22,21,20,19,18,17,16,16,15,14,15,14,13,12,12,11,10,10,10,9,8,7,6,6,6,6,5,4,4,5,3,3,3,3,5,6,6,4,8,7,7,8,9,10,11,12,13,0
4266,29,30,29,28,28,26,25,23,23,22,21,18,19,18,17,17,15,16,15,15,13,14,12,12,10,10,9,8,7,6,7,6,7,4,4,1,3,4,4,6,4,4,5,6,6,7,9,8,10,11,13,12,0
4267,29,29,28,27,26,25,24,23,22,20,19,19,19,17,17,16,16,15,14,14,13,13,12,11,12,10,9,9,8,8,7,7,7,5,5,6,6,5,4,5,5,6,6,7,8,9,9,10,10,11,13,14,0
4268,29,29,28,28,26,26,24,23,22,20,20,18,19,18,17,16,16,15,14,14,14,13,12,12,10,10,9,9,8,8,7,7,6,5,7,5,4,5,4,4,4,5,6,6,7,7,8,8,9,10,12,13,0
4269,31,30,30,29,27,26,25,24,22,22,21,20,19,19,17,17,16,16,16,14,14,13,12,12,12,10,9,9,8,8,8,7,7,6,5,5,5,4,5,4,4,5,6,6,7,7,9,9,10,12,12,12,0
4270,29,29,27,26,26,25,23,22,21,21,18,18,18,17,17,16,15,14,15,14,12,12,12,11,10,10,8,8,7,8,7,7,6,5,5,5,5,5,5,5,5,5,6,7,8,8,9,9,11,11,12,13,0
4271,26,25,27,24,24,22,22,21,20,19,18,17,17,16,15,16,14,14,14,13,13,11,11,11,10,9,8,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4,5,5,6,6,7,7,9,9,11,12,0
4272,28,29,28,28,26,25,24,23,22,21,19,18,18,18,17,16,15,15,14,14,13,12,11,10,10,9,8,8,7,6,6,5,5,4,4,4,4,4,4,4,4,5,4,6,8,9,8,8,10,11,13,13,0
4273,29,30,29,28,26,26,25,24,23,20,20,19,18,18,17,17,15,14,15,14,14,13,12,12,11,10,9,9,9,8,8,7,7,6,6,5,4,5,5,5,5,5,6,7,7,8,8,9,11,11,12,14,0
4274,26,27,25,25,24,22,21,21,19,19,18,17,16,16,15,15,14,13,13,13,12,11,10,10,10,8,7,7,7,5,6,5,5,5,4,4,4,3,4,4,4,4,6,6,7,7,8,8,10,11,11,12,0
4275,30,31,29,30,27,26,25,24,22,21,21,20,20,18,18,17,17,15,16,14,14,14,13,12,11,11,9,9,9,8,8,7,6,6,6,5,5,4,4,5,5,5,5,6,7,7,8,9,10,10,12,13,0
4276,28,26,26,25,25,24,22,21,19,20,19,18,18,16,16,16,14,14,14,13,13,12,12,11,10,10,9,8,8,8,7,6,5,6,7,5,4,4,4,4,5,4,5,5,6,6,7,7,8,10,10,11,0
4277,30,30,28,28,26,25,25,24,22,21,20,19,19,18,18,16,16,15,15,14,14,12,12,11,11,11,8,8,7,7,7,6,5,5,5,4,4,4,4,4,4,5,5,6,7,7,8,9,9,10,12,13,0
4278,73,73,73,73,65,64,60,61,58,52,52,51,46,37,38,36,35,24,28,31,31,32,20,24,25,22,17,16,15,14,13,16,13,16,17,16,18,13,15,15,16,12,15,20,19,29,21,21,29,22,32,33,0
4279,29,29,28,27,26,24,23,22,21,20,19,18,18,17,16,15,14,14,14,14,13,13,12,11,11,9,9,8,7,7,6,7,6,5,5,5,5,5,5,5,6,6,6,7,8,9,9,10,11,12,13,14,0
4280,28,28,28,28,26,23,22,22,21,20,18,18,18,17,15,16,15,14,14,13,12,12,11,11,10,9,8,8,7,7,6,5,6,5,4,7,5,4,4,5,5,7,7,6,7,8,9,10,10,11,12,13,0
4281,29,29,27,27,26,25,23,22,22,20,19,18,17,17,16,16,15,14,14,13,13,12,10,10,9,9,8,8,7,7,6,6,6,5,5,5,4,4,5,5,5,6,7,7,8,9,9,10,11,12,13,14,0
4282,29,29,28,28,27,24,23,22,22,20,19,18,18,18,17,16,16,14,14,13,13,12,11,10,10,9,8,8,7,6,6,6,5,4,4,4,4,4,4,4,5,5,6,6,7,8,8,8,11,11,12,13,0
4283,27,27,26,27,24,24,22,22,21,20,19,18,18,17,16,16,15,14,14,13,12,12,11,10,10,9,7,8,7,6,6,5,5,4,4,3,3,3,3,4,4,4,5,5,6,6,7,8,9,10,11,12,0
4284,27,27,25,26,23,24,22,21,19,18,18,17,16,17,15,15,14,13,13,13,13,11,10,11,10,9,8,7,7,6,6,6,5,4,4,3,3,3,3,4,4,4,4,5,6,6,7,7,9,9,11,11,0
4285,30,28,29,27,28,25,25,24,22,21,20,19,18,18,17,16,16,15,15,14,13,13,12,11,10,10,9,8,8,8,7,6,6,6,5,4,5,4,4,4,5,6,6,6,8,7,9,9,11,11,12,13,0
4286,30,30,29,29,27,26,24,24,22,21,21,19,19,18,17,17,16,16,15,14,13,13,12,11,11,11,9,9,8,8,7,6,6,5,5,5,4,4,4,4,4,5,5,6,7,8,8,9,11,12,13,14,0
4287,27,27,27,27,26,24,23,22,20,19,18,18,18,17,16,15,14,13,14,13,12,11,11,10,9,8,7,7,7,6,6,5,5,4,4,4,4,4,4,4,5,6,6,7,7,8,9,9,11,11,13,14,0
4288,29,29,28,28,27,25,24,23,22,21,20,19,18,18,17,16,16,15,15,14,13,12,12,11,10,10,9,8,8,7,8,7,6,6,5,5,5,5,5,4,5,6,6,6,7,7,9,9,10,11,11,12,0
4289,29,29,28,28,25,25,24,23,22,20,19,18,18,18,17,16,15,14,14,13,13,12,11,11,10,9,8,8,8,6,6,6,5,4,4,3,4,4,4,4,4,5,5,6,7,7,9,9,10,11,13,13,0
4290,28,28,27,27,25,24,23,22,20,19,19,17,17,17,16,15,14,13,13,13,12,11,10,10,9,9,7,7,6,7,6,5,5,4,4,4,4,4,4,4,5,6,6,7,8,8,9,9,10,11,13,13,0
4291,27,27,28,25,26,24,24,21,21,20,19,18,17,16,16,16,14,14,13,13,13,11,11,11,9,9,8,8,8,6,6,6,5,5,4,5,4,5,5,5,6,6,7,7,7,8,9,10,11,13,12,13,0
4292,25,25,24,24,23,21,20,19,18,17,17,16,15,15,14,13,13,12,12,11,11,10,9,8,8,7,7,6,5,5,4,4,4,4,2,3,4,4,3,4,5,5,5,7,7,8,8,9,9,10,11,12,0
4293,28,27,28,26,25,23,23,21,20,20,19,18,17,16,16,16,14,13,13,12,11,11,11,10,9,8,8,7,6,6,6,5,5,4,4,4,4,4,4,5,5,6,6,7,7,8,9,9,10,11,12,14,0
4294,31,31,30,30,28,26,26,25,24,22,21,20,20,19,18,17,17,16,15,15,15,14,13,11,11,11,9,9,8,8,7,6,6,5,5,5,4,5,5,4,5,6,6,7,8,7,9,10,11,11,13,13,0
4295,29,30,28,28,26,25,24,23,22,20,20,19,18,18,17,16,16,15,15,14,14,12,12,12,11,10,9,8,8,7,7,7,6,6,5,4,4,4,5,4,4,5,6,6,6,7,9,9,10,10,11,14,0
4296,29,29,28,28,26,25,25,23,22,20,21,19,18,17,17,17,15,15,15,13,14,13,11,11,10,10,9,9,7,7,7,6,6,6,6,7,4,4,4,4,4,5,5,6,6,7,8,9,10,10,11,12,0
4297,25,24,24,24,24,22,20,19,18,18,17,16,15,14,14,13,12,12,11,11,11,10,9,9,8,8,6,6,5,5,6,5,5,4,4,4,4,4,5,5,5,5,6,7,8,8,8,9,10,11,11,12,0
4298,27,27,27,26,26,24,23,22,20,19,19,18,17,16,16,15,14,14,13,13,12,11,11,9,10,9,8,7,6,7,7,6,6,5,4,4,5,4,4,5,6,6,7,6,8,9,9,9,11,11,12,14,0
4299,24,24,24,23,22,20,20,18,18,17,16,16,14,13,13,13,12,11,11,11,9,9,9,8,8,8,6,6,5,5,5,5,5,4,4,4,4,4,3,3,4,6,5,6,7,7,8,9,9,11,11,12,0
4300,32,32,30,30,28,27,26,25,23,21,21,20,19,19,19,17,17,16,16,14,14,14,13,11,11,11,10,9,8,8,8,8,7,7,6,6,6,6,5,6,6,7,7,9,9,9,10,10,11,12,14,16,0
4301,29,29,27,28,27,25,24,23,21,21,20,19,18,17,17,16,16,15,14,13,13,12,11,11,10,10,9,8,7,7,7,7,6,5,5,5,4,4,4,4,4,5,5,6,7,7,8,9,10,10,11,13,0
4302,29,29,27,27,25,25,24,23,21,19,19,18,17,17,16,15,15,14,14,13,13,12,11,11,11,10,9,8,8,8,7,7,6,6,6,5,5,4,5,5,5,6,6,8,8,9,9,9,8,12,13,14,0
4303,28,28,27,27,26,23,23,22,21,20,18,18,17,17,16,15,14,14,14,14,12,12,11,10,9,9,8,7,7,6,6,5,6,4,4,4,4,4,3,4,5,5,6,6,7,8,9,9,10,11,12,13,0
4304,29,29,27,27,26,25,24,22,21,20,20,18,18,17,16,16,14,14,14,13,12,12,11,11,10,9,8,8,7,6,6,6,6,5,4,3,4,4,4,4,4,5,6,6,7,8,8,9,9,10,11,12,0
4305,28,28,28,28,25,24,23,21,20,19,18,17,17,16,16,15,15,14,14,13,12,12,11,10,9,9,8,6,7,6,7,7,5,6,3,4,4,5,6,6,6,6,6,7,8,9,9,11,11,11,12,14,0
4306,28,29,28,27,25,24,23,21,20,19,18,18,17,17,16,15,14,14,14,13,13,12,11,10,10,9,8,8,7,7,7,6,6,5,5,5,5,5,5,5,5,6,6,7,9,9,9,10,10,12,12,14,0
4307,31,30,30,29,28,25,25,24,23,22,19,19,19,18,18,17,15,15,14,14,13,13,11,10,10,9,8,8,7,6,6,5,5,4,4,4,3,4,4,5,5,6,6,8,8,9,10,10,11,12,14,15,0
4308,30,30,28,29,26,26,25,23,22,21,20,19,18,18,17,16,16,14,14,14,13,13,11,11,10,10,9,8,8,7,7,7,6,6,5,5,5,5,5,5,6,7,7,7,9,9,10,10,10,12,13,15,0
4309,30,30,28,29,28,27,25,23,22,21,20,19,17,17,17,16,14,14,14,14,13,13,12,11,10,10,9,8,7,8,7,7,5,6,5,4,5,4,5,5,6,6,6,8,8,9,10,11,11,11,13,12,0
4310,27,26,26,25,23,23,22,21,19,18,17,17,16,16,16,14,13,13,13,13,11,11,10,9,9,8,8,8,6,6,6,6,6,5,5,4,4,5,4,5,5,6,6,7,7,8,9,9,10,11,11,13,0
4311,27,26,25,25,24,23,22,21,20,19,18,17,17,16,15,15,14,13,13,13,11,11,10,10,9,9,8,7,7,6,6,5,5,5,4,4,4,2,3,4,5,5,5,5,7,8,6,9,8,10,9,9,0
4312,29,29,28,27,26,25,23,22,21,20,19,18,17,16,16,15,15,13,14,12,12,11,11,9,10,9,7,8,6,6,7,6,6,4,4,5,4,4,4,6,5,7,6,7,8,9,9,10,11,12,14,15,0
4313,26,27,26,25,24,24,22,21,20,18,17,17,16,16,15,14,14,13,13,13,12,11,10,10,9,8,7,7,7,6,6,5,6,5,5,4,4,4,4,4,5,5,5,6,7,7,8,8,9,10,11,12,0
4314,30,30,30,29,27,26,25,24,22,21,21,20,18,18,17,16,16,15,15,15,14,13,11,11,10,10,9,8,8,7,7,6,5,5,4,5,4,4,4,4,4,5,6,7,7,6,8,9,11,11,11,13,0
4315,25,25,24,25,23,22,20,20,20,18,17,15,14,14,14,13,13,12,12,11,10,10,10,9,8,8,7,6,6,5,5,4,4,3,4,4,4,4,4,4,5,5,6,6,7,8,8,9,11,11,12,13,0
4316,28,28,27,28,25,24,23,22,21,20,19,18,17,17,17,15,15,13,13,13,13,11,11,11,10,9,8,7,7,6,6,6,5,4,4,4,4,4,4,4,4,4,5,5,5,6,8,9,9,11,11,11,0
4317,28,30,28,27,26,26,23,23,22,20,19,18,17,17,16,15,14,14,14,13,12,12,10,11,10,9,8,8,7,6,6,6,5,5,4,4,4,4,5,5,5,6,6,7,9,9,9,10,11,10,13,14,0
4318,28,28,27,27,26,24,22,22,21,20,19,18,17,16,15,16,14,14,13,12,12,10,10,10,9,8,7,8,7,7,7,6,5,5,3,4,3,4,4,4,3,4,4,6,4,6,6,8,11,11,12,11,0
4319,28,28,28,28,25,24,23,22,20,19,19,18,17,16,16,15,14,13,13,12,12,11,10,10,9,9,7,6,6,6,6,5,6,5,4,4,4,4,5,5,4,6,6,7,8,9,9,11,10,13,13,14,0
4320,27,27,27,25,25,23,21,21,19,18,17,16,16,15,14,14,13,13,12,12,10,10,9,9,9,7,7,6,6,6,5,5,4,4,4,4,4,3,4,4,5,5,7,7,7,7,9,10,11,11,12,13,0
4321,29,28,28,27,25,25,23,22,21,19,18,18,17,16,15,15,14,13,13,12,12,11,10,10,9,8,7,7,6,6,6,4,4,4,4,3,3,3,4,4,5,5,5,7,7,8,9,9,11,12,13,14,0
4322,26,26,25,25,24,23,21,20,20,18,18,17,16,15,15,14,13,13,12,11,11,11,11,10,8,8,8,7,7,7,6,5,4,5,4,5,4,3,3,4,4,4,4,5,6,6,6,7,8,9,10,10,0
4323,28,28,27,27,25,24,23,22,20,19,19,17,17,16,16,14,14,13,13,12,11,10,10,9,9,9,7,6,6,6,5,4,4,4,4,3,3,3,4,4,4,5,6,7,7,8,9,10,11,12,13,14,0
4324,46,43,47,43,42,41,38,37,35,34,31,30,28,27,25,25,22,21,22,21,21,19,16,16,15,14,11,12,10,9,9,8,9,7,5,6,7,6,6,6,7,7,9,10,10,13,13,14,16,17,18,20,0
4325,31,30,30,29,27,27,25,23,22,20,20,19,18,17,17,15,16,14,14,13,13,13,11,11,10,9,8,8,6,6,6,5,5,4,4,3,3,3,3,4,4,5,5,6,7,7,8,9,10,10,12,14,0
4326,30,29,28,27,27,25,23,23,21,20,19,17,17,17,17,15,14,14,13,13,12,11,11,11,10,8,8,7,7,5,5,5,4,4,4,3,2,3,3,3,4,4,5,6,6,8,9,8,10,10,12,13,0
4327,28,27,27,26,26,23,22,22,21,20,18,17,17,16,15,16,14,13,13,13,12,11,10,10,9,8,7,8,6,5,6,6,4,4,5,4,4,4,3,3,3,4,5,6,6,7,6,7,9,9,11,10,0
4328,28,29,28,28,25,25,23,22,21,19,18,18,18,17,16,16,14,13,14,13,11,12,10,10,10,9,8,7,7,7,6,6,6,5,5,9,5,5,4,5,5,6,6,7,7,8,9,9,10,11,12,13,0
4329,25,24,25,24,23,21,21,19,18,17,17,15,14,14,14,13,11,11,11,11,11,10,9,9,8,7,6,5,5,6,4,4,4,4,2,3,3,4,3,4,5,5,5,6,6,8,9,9,9,11,11,12,0
4330,28,28,27,27,25,25,22,21,21,19,18,17,17,16,16,15,14,14,13,12,12,11,10,10,9,9,8,7,6,6,6,6,5,5,4,4,4,3,4,3,3,4,4,5,5,6,7,8,9,9,11,11,0
4331,27,27,25,25,24,23,23,21,20,18,18,17,16,16,15,14,13,12,12,12,11,11,9,9,9,8,7,6,6,5,5,5,4,3,3,3,3,2,3,3,4,4,4,6,6,7,7,8,9,10,11,12,0
4332,30,29,28,28,26,24,23,22,21,19,19,18,17,16,16,15,14,13,13,13,12,11,10,11,9,8,7,7,6,6,6,5,5,4,4,4,3,4,4,5,5,6,7,7,8,8,9,11,11,12,13,14,0
4333,26,26,25,25,23,23,20,19,19,18,16,15,15,14,13,13,13,12,11,10,10,10,8,8,7,7,6,5,4,5,4,4,4,4,3,4,3,3,3,3,4,5,5,6,6,7,8,8,9,10,11,12,0
4334,72,72,74,72,70,62,62,60,59,53,48,50,46,37,36,34,29,24,23,28,26,30,22,22,23,20,17,14,12,11,6,11,11,10,14,16,13,13,14,10,15,11,14,14,17,21,16,19,25,21,29,32,0
4335,25,26,25,24,23,22,21,20,18,18,16,16,14,15,14,14,12,12,12,11,10,9,9,9,8,7,6,5,6,5,4,4,4,4,5,3,3,3,3,4,4,4,6,4,6,7,8,8,10,10,11,11,0
4336,29,30,28,28,26,25,24,23,20,20,18,17,17,17,16,15,14,13,13,13,12,11,10,11,9,8,6,6,6,5,5,5,4,4,3,3,3,2,1,4,3,4,4,5,5,6,7,8,9,10,12,12,0
4337,30,30,29,29,27,25,24,23,22,20,19,18,17,17,16,16,15,13,13,13,12,11,11,10,9,8,7,6,7,6,6,4,4,3,3,2,3,2,3,4,4,4,6,6,5,7,8,10,11,11,11,14,0
4338,27,27,26,27,25,23,22,20,20,18,18,17,16,15,14,14,13,12,12,11,10,10,9,9,9,9,7,6,6,6,6,5,5,4,4,4,3,4,3,4,4,4,4,5,6,6,7,8,9,10,11,11,0
4339,30,29,29,28,26,25,24,24,21,21,20,18,17,17,16,16,14,14,13,13,12,13,11,11,9,9,8,8,6,7,6,6,5,5,4,4,5,3,2,2,3,4,4,5,5,5,6,7,8,9,10,12,0
4340,29,29,28,28,27,25,24,22,22,20,18,18,17,17,16,15,14,13,13,12,12,11,10,10,10,8,8,7,6,5,6,5,4,4,3,2,2,2,2,2,3,3,4,4,6,6,7,8,8,8,11,12,0
4341,27,26,25,25,24,23,22,21,20,19,17,17,16,16,15,14,13,13,12,12,12,11,10,9,9,9,8,7,6,6,6,6,4,4,4,4,3,3,2,2,3,3,3,4,4,5,5,6,7,8,8,9,0
4342,29,27,27,26,26,25,23,22,20,19,18,17,17,16,15,15,14,13,13,12,12,10,9,9,9,8,7,7,6,5,5,5,4,3,3,3,3,2,2,2,3,4,4,5,6,6,7,8,8,9,10,11,0
4343,27,27,26,27,25,24,23,21,20,19,18,17,17,15,15,14,13,12,13,12,12,10,11,10,10,9,8,7,6,6,6,6,5,4,4,4,3,3,2,2,3,3,3,3,5,5,5,6,7,9,9,10,0
4344,29,28,27,27,26,25,23,22,21,19,18,17,17,15,15,15,13,12,13,12,11,11,10,9,9,9,8,7,6,6,6,6,5,4,4,3,4,3,3,3,4,4,4,5,6,6,7,7,9,10,11,12,0
4345,28,29,27,28,25,25,24,23,21,20,18,17,17,16,15,14,14,13,13,12,12,11,10,9,9,8,7,6,6,5,5,5,4,4,4,3,2,2,2,3,3,4,4,4,6,6,7,8,8,10,11,12,0
4346,72,70,67,69,67,61,59,57,53,48,48,45,41,35,31,31,31,25,26,28,30,25,22,22,21,22,14,12,16,12,12,11,12,11,7,11,11,10,10,10,9,6,9,11,12,14,13,14,18,20,19,22,0
4347,31,31,30,30,28,28,26,25,24,21,20,20,18,18,18,16,16,14,14,13,13,12,11,11,10,9,8,8,8,7,6,6,5,5,5,2,1,4,1,2,4,4,7,4,8,5,8,8,10,6,13,12,0
4348,28,28,28,28,26,25,24,22,21,19,18,17,16,15,15,16,13,14,10,12,12,11,11,10,11,9,7,7,6,6,6,4,5,5,3,3,4,2,1,1,2,3,1,4,5,4,6,6,7,9,9,9,0
4349,31,31,31,30,28,27,26,24,23,21,20,19,18,17,17,15,14,14,14,14,13,12,11,11,10,9,8,8,8,7,7,6,5,5,4,4,3,4,4,3,4,4,4,5,6,5,6,7,11,10,9,11,0
4350,28,28,27,28,26,24,23,22,20,18,18,17,17,16,15,14,13,12,11,11,12,10,10,9,9,8,7,6,6,6,5,5,4,4,4,3,3,2,1,2,2,4,3,4,4,6,7,7,8,9,10,11,0
4351,32,33,32,31,30,30,27,26,24,23,21,20,20,18,19,17,17,16,16,14,14,13,12,12,11,10,9,8,8,8,7,6,6,5,6,3,3,3,3,2,2,2,3,3,4,5,6,6,7,9,10,11,0
4352,28,28,27,26,26,24,22,22,21,19,18,17,17,16,15,14,13,13,13,13,11,11,9,9,9,9,8,7,6,5,5,4,4,4,3,3,2,1,1,2,2,2,3,4,4,5,6,6,7,8,9,10,0
4353,33,32,32,31,30,28,27,25,24,22,21,20,19,18,17,18,16,16,15,14,14,13,12,11,11,11,9,9,8,8,7,7,6,5,5,5,4,3,2,2,1,2,3,3,4,4,5,6,8,8,9,10,0
4354,32,31,30,30,28,28,26,24,23,21,21,19,19,17,17,15,15,14,13,13,13,12,11,11,10,9,8,7,7,6,6,5,4,4,4,4,3,1,1,1,2,2,4,4,4,5,7,7,8,9,10,12,0
4355,32,32,31,31,28,28,26,25,23,21,21,19,18,17,17,16,16,14,14,13,13,11,11,11,11,10,9,8,8,6,6,5,5,5,4,3,2,2,1,1,2,2,3,4,4,5,6,7,8,9,10,11,0
4356,32,34,31,31,29,28,26,25,23,22,21,20,19,18,18,16,15,14,15,14,14,13,12,12,11,10,9,9,8,7,7,6,6,5,5,3,3,2,2,1,1,2,3,4,4,5,6,6,8,8,10,11,0
4357,32,31,30,32,29,28,26,25,23,22,21,19,19,18,18,16,15,14,15,14,13,13,12,12,10,10,9,9,8,8,8,7,6,6,5,4,4,4,3,2,2,3,2,4,4,4,6,6,7,8,8,10,0
4358,31,31,31,30,29,27,26,24,22,21,20,19,18,17,17,16,15,15,14,14,13,12,12,11,11,10,9,8,7,8,8,7,5,6,5,4,4,4,3,2,3,2,3,4,4,4,5,6,7,8,8,9,0
4359,30,29,29,28,26,26,24,23,22,20,18,17,17,15,14,14,14,13,13,12,11,11,11,10,9,9,8,8,6,6,5,6,5,5,4,3,2,2,2,2,2,2,3,3,4,5,6,6,8,8,9,10,0
4360,30,29,29,28,26,25,24,23,21,20,19,19,16,16,16,15,14,13,14,13,12,11,11,11,10,9,8,7,7,7,7,6,6,7,4,3,4,4,2,2,2,3,2,4,4,5,6,5,7,8,9,10,0
4361,27,27,25,26,24,23,22,20,19,17,17,16,15,15,14,13,13,11,11,11,10,10,9,9,8,8,7,6,6,5,6,5,4,4,4,4,3,2,2,2,1,1,2,3,3,4,5,6,6,8,9,8,0
4362,30,29,28,28,27,26,25,23,22,19,20,17,17,16,16,15,13,13,13,12,12,11,11,9,9,8,8,7,6,6,6,5,5,4,3,3,2,2,2,2,1,2,3,4,4,4,5,6,7,8,9,10,0
4363,36,37,35,35,34,31,31,29,27,25,23,22,21,20,19,17,17,16,16,15,15,13,13,12,12,10,9,9,8,8,8,8,7,5,5,4,4,3,3,2,2,2,2,4,5,5,7,7,8,9,10,12,0
4364,41,44,43,43,40,35,34,33,31,28,27,26,24,22,22,22,19,18,18,17,16,16,15,14,13,12,10,10,9,9,8,8,7,6,5,4,4,3,2,2,1,2,4,4,4,5,7,8,9,11,12,13,0
4365,30,28,29,28,25,25,24,22,22,20,18,17,16,16,15,14,13,13,12,11,11,11,10,9,8,8,7,6,5,6,5,5,5,4,4,3,3,2,1,1,1,1,2,2,4,4,5,6,7,7,9,9,0
4366,42,44,40,38,37,36,33,30,31,28,27,25,24,23,21,22,19,19,18,17,17,17,15,15,13,13,11,11,10,9,9,9,8,7,8,4,4,4,3,2,1,0,1,3,3,6,7,5,9,11,12,13,0
