group,index#1:,index#2:,index#3:,index#4:,index#5:,index#6:,index#7:,index#8:,index#9:,index#10:,index#11:,index#12:,index#13:,index#14:,index#15:,index#16:,index#17:,index#18:,index#19:,index#20:,index#21:,index#22:,index#23:,index#24:,index#25:,index#26:,index#27:,index#28:,index#29:,index#30:,index#31:,index#32:,index#33:,index#34:,index#35:,index#36:,index#37:,index#38:,index#39:,index#40:,index#41:,index#42:,index#43:,index#44:,index#45:,index#46:,index#47:,index#48:,index#49:,index#50:,index#51:,index#52:,index#53:,index#54:,index#55:,index#56:,index#57:,index#58:,index#59:,index#60:,index#61:,index#62:,index#63:,index#64:
unmammed,30.414,30.414,30.48,29.833,30,30.806,28.844,29.682,29.155,27.785,27.295,25.942,25.06,24.597,22.825,22.825,21.471,20.591,19.723,19.416,19.416,18.601,17.804,17.804,16.279,16.971,15.62,16.401,15.811,15.811,16.125,15.652,16.155,16.155,16.155,16.763,16.763,16.492,16.279,17.263,17.263,17.263,17.117,17.117,17.029,17.029,17.029,18,18,18.028,17.029,17.029,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,31.113,31.145,30.48,30.61,30,30.232,29.682,30.017,28.653,28.178,26.833,26.401,25.495,24.597,23.707,23.259,22.361,21.471,20.591,19.723,18.868,18.868,18.028,17.205,17.029,17.029,16.279,15.62,16.401,15.811,15.264,16.125,15.652,15.652,15.232,16.155,15.811,16.763,16.492,16.492,16.492,16.279,16.125,16.125,16.125,16.125,16.125,16.031,16.031,16.031,16.031,16,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26.42,25.807,25.239,26.907,26.249,25.612,27.019,23.345,24.759,24.759,22.804,22.204,21.401,20,19.209,18.439,18.439,17.692,16.971,16.971,15.556,15.62,15.62,14.213,13.601,14.422,13.416,13,13,12.649,13.342,13.342,13.342,13.153,14.036,13.038,14.036,14,14,14.036,14.036,14.142,14.142,14.142,14.142,14.318,14.318,13.601,14.56,14.56,14.56,14.56,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,28.071,28.018,28.018,29.069,28.16,28.284,26.476,26.476,25.71,24.739,25,23.087,22.804,22.804,21.84,20.881,19.647,18.682,18.439,18.439,17.263,17.263,16.125,16.031,16.031,16,15.033,14.036,15.297,14.318,14.56,14.56,14.866,14.318,15.232,15.232,15.652,14.765,15.264,15,15.264,15.264,15,16.401,14.213,15.62,16.279,15.62,15.62,15.556,15.556,15.556,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.857,28.231,27.313,28.178,27.295,26.926,26.627,25.807,25.807,25,24.207,24.207,22.023,22.023,22.023,21.401,19.849,18.601,18.601,17.804,18.601,16.643,16.643,17,15.652,15.652,14.866,14.56,14.318,14.318,14.318,14.142,14.036,14.036,14,15,15.033,15.033,15.133,15.133,15.133,15.297,15.524,14.318,15.297,15.524,15.524,15.524,14.866,14.866,14.866,15.232,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,28.018,28.302,27.785,28.653,28.636,28.231,26.926,26.571,26.249,25.298,25,23.77,22.804,22.561,21.84,22.804,19.925,20.616,18.682,17.72,18.028,18.028,17.464,16.553,15.652,15.652,15.264,15,14.213,14.866,14.866,14.866,14.866,15,15,15.811,15.264,16.125,15.264,14.765,15.652,16.553,15.232,15.652,15.232,16.155,14.866,15.811,14.866,16.155,15.811,15.811,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26,27.074,27.166,27.166,27.295,26.476,26.926,25,25.298,25.298,23.409,22.472,22.472,21.19,20.248,20.248,19.313,18.974,17.72,18.028,16.763,16.492,15.524,15.133,15.133,15.133,14,14.036,13.038,13.153,13.153,13.342,13.342,13.601,13.601,13.928,13.928,13.416,13.416,13.892,13.892,13.892,14.422,14.422,14.422,14.422,13.601,14.213,14.213,13.454,13.454,13.454,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,30.265,30.594,30.806,30.083,30.364,29.732,28.792,29.155,28.231,27.731,25.942,25.942,25.06,24.187,22.825,22.361,21.471,21.471,19.698,19.698,19.313,18.028,18.028,17.72,16.763,16.492,16.279,16.031,16.031,16,16.031,16.031,16.125,16.279,16.279,16.279,16.492,16.763,16.763,16.763,16.763,17.088,17.088,16.553,16.553,17.464,17,17,17,17,17,16.125,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26.571,26.926,27.313,26.401,27.295,26.42,26.077,26.077,25,23.854,23.601,22.023,22.023,21.401,21.26,20.616,19.209,18.601,17.804,17.205,17.205,15.811,15.264,14.765,14.765,14.318,13.928,13.601,13.342,13.342,13.153,13.038,13.038,13,14,14,14.036,14.142,14.142,14.142,14.142,14.318,13.601,13.342,14.56,13.601,13.601,13.928,13.928,13.928,13.928,13.928,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26.627,27.203,27.019,27.019,27.586,26.87,26.249,25.495,24.839,24.083,23.601,23.022,22.204,22.204,20,20.248,19.209,18.439,17.804,17.029,16.279,16.279,15.556,14.866,14.213,15,13.892,13.892,13.416,13,12.649,13.601,13.601,14.318,12.369,13.038,14.036,14.036,14.036,15,14,14.036,15.033,14.036,14.142,14.142,14.142,14.318,14.318,13.601,14.318,13.601,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,25.495,26.306,26.173,27.074,26.019,26,25.02,25.02,24.187,24.021,23.087,22.091,22.091,21.095,20.1,20.224,19.235,18.111,18.111,17.029,17.029,16.031,15,15.033,15.133,14.142,13.342,13.342,13.601,13,13.928,13,13.416,13.892,13.892,13.601,12.806,13.601,13.454,13.454,12.806,14.866,13.454,13.454,14.213,13.454,13.454,13.454,13.601,13.601,13.038,13.038,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.295,26.833,27.731,26.926,27.514,26.249,25.962,25.71,24.739,24.515,23.537,22.361,22.361,21.378,20.224,20.224,19.235,19.235,18.439,17.464,17.464,16.763,15.811,15.232,15.232,15.232,13.892,14.422,14.422,14.213,13.454,14.866,14.213,13.454,15.62,15.62,14.213,13.601,16.125,13.601,15.264,16.125,14.765,13.892,14.318,14.765,15.652,14.318,15.232,14.866,14.56,14.866,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,29.155,30.232,28.844,30.61,29.069,30.414,29,28.32,27.659,27.019,25.612,25,24.207,22.804,22.804,22.804,21.401,20,21.26,19.849,18.439,17.692,16.279,16.279,16.279,16.401,15.811,15.264,14.765,14.318,15.232,14.866,14.866,14.56,15.524,15.297,15.297,15.297,15.133,16.125,15.033,16.031,16,16,16,16,16,15.033,16.031,16.125,16.125,16.125,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,30.414,31.145,31.145,31.241,30.806,31.064,30.017,29.53,28.178,28.178,27.295,26.401,25.495,24.597,24.166,23.259,22.361,21.471,21.471,20.125,19.235,18.358,18.358,17.205,17.029,17.029,16.279,16.279,15.62,15.811,15.811,15.811,15.264,16.125,15.652,16.553,16.155,16.155,16.763,16.763,16.492,16.492,16.279,16.492,16.279,16.279,16.279,16.125,16.125,16.031,16.031,16.031,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26.173,26.476,26.476,26.926,26.249,26.571,25.632,24.698,25.08,24.166,22.847,23.259,21.932,21.024,20.125,19.698,18.788,17.464,17.464,17.088,17.088,15.811,15.524,14.318,14.318,14.142,14.036,14,13.038,14.142,14.142,13.153,14.56,14.56,14.56,14.318,14.318,14.318,13.892,14.765,14.765,15.264,14.422,14.422,14.422,14.422,15,14.213,14.213,14.142,14.866,14.866,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,32.573,32.985,32.985,32.558,33.242,32.14,31.064,31.016,30,29,29.069,28.071,27.019,26.077,25.02,25.02,23.022,23,22,21.024,21.024,20.1,19.026,19.105,18.248,18.439,17.72,18.028,17.464,17.464,17.889,17,17.493,18.028,17.205,17.804,17.804,18.439,17.692,17.692,17.692,17.692,17.692,17.692,17.804,17.804,18.601,17.804,18.601,18.028,17.205,17.493,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26.683,26.926,26.249,26.926,26.926,26.401,25.495,25.06,24.187,24.698,23.854,23.022,22.472,21.633,20.809,20.248,18.601,18.028,17.493,17.493,16.125,15.652,15.652,15.232,14.866,13.928,13.342,13.342,13.153,13.038,13.038,13,13,13.038,14.036,14.142,14.142,14.318,13.342,14.56,14.318,13.928,13.928,13.928,14.318,13.928,13.928,13.928,14.318,13.416,13.892,14.422,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,30.61,31.401,30.232,30.529,30.017,31.305,29.069,29.547,28.231,27.857,26.571,25.298,25.298,24.042,23.409,22.136,22.136,20.248,20.248,19.698,18.788,17.889,17.889,17,16.643,16.643,16.401,15.62,15.556,15.556,16.279,16.401,15.811,16.643,16.643,16.125,16.125,17,16.553,17.464,16.553,17.464,17.088,17.088,16.763,16.763,17.464,17.464,16.492,17.263,17.464,17.263,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,30.676,29.155,30.463,31.305,28.653,27.785,28.302,29.411,27.203,27.203,27.019,25.612,24.207,24.207,23.431,22.023,22.023,20.616,20,20,19.416,18.028,17.493,17,16.553,17.464,16.155,15.811,15.524,15.524,16.279,16.125,16.031,17.029,15.033,16,16.031,17.029,17.029,17.117,17.117,17.117,17.263,16.279,17.464,16.279,16.492,16.492,16.492,16.763,15.811,16.763,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.586,27.586,28.425,27.659,27.803,27.459,26.627,26.926,25.554,25.554,25.06,23.707,22.361,22.361,21.471,20.591,19.723,19.723,18.868,18.028,18.028,17.205,17.205,17.029,15.62,15.556,14.866,15,14.422,14.422,15.264,14.765,14.765,15.232,14.866,15.232,14.866,15.524,15.524,15.524,15.524,15.297,15.297,15.297,15.033,15.133,15.033,15.033,15.033,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,28.862,30.594,28.862,29.275,28.284,29.155,27,28.018,28.018,28,26.077,25.08,24.083,24.083,23.022,22.023,21.095,20.025,20.025,19.026,18,18,17,17.029,16.125,16.125,15.297,14.866,14.866,14.866,15.232,14.318,14.765,15.264,15.264,15.811,15,15,15,15.62,15.62,16.279,15.556,15.556,15.556,14.866,16.279,15.62,15.62,15.62,16.401,15.811,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,25.02,24.021,24.331,25.179,24.515,23.77,25.495,24.042,21.84,22.136,22.472,21.932,20.616,20.248,20.248,18.385,18.028,17.088,17.088,16.763,15.524,15.524,15.524,14.318,14.142,14.142,14,14,13.038,14.036,13.153,13.342,14.318,13.342,13.928,13,13.928,13.928,13.928,13.416,14.318,13.416,14.765,13.892,13.892,14.422,14.422,13.601,14.422,15,13.601,13.601,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,28.862,29.12,28.46,29.732,27.857,28.636,27.731,27.295,25.942,25.554,24.698,24.698,23.854,22.472,21.633,21.095,21.095,19.723,19.723,18.358,18.358,17.889,16.553,17.088,16.155,15.811,15.524,15.297,15.133,15.033,15.033,15,15,15.033,15.033,15.133,15.133,16.125,15.297,15.297,15.297,15.524,15.811,15.811,15.811,14.866,15.232,15.232,15.232,14.765,15.232,14.318,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27,27,29.069,28.071,26.077,25.318,25.71,25.298,25.71,25,25,22.136,22.472,21.19,20.248,19.925,19.313,18.028,17.72,17.72,16.492,15.524,15.297,15.133,15.133,15.033,14,14.036,14.142,14.142,14.318,14.318,14.318,13.601,14.56,14.866,13.928,14.318,14.318,14.765,14.765,15.264,14.422,14.422,14.422,15.264,15.264,15,15,14.213,14.213,14.213,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26.173,27.019,26.907,25.495,26.907,28.32,27.019,25.612,24.698,24.698,23.854,23.854,22.472,22.472,21.954,20.591,20.125,19.235,18.358,17.493,17.493,17,16.401,16.401,15.62,15.62,14.866,14.866,14.213,14.213,13.601,14.213,15,15,14.765,15.264,14.765,15.232,15.232,14.318,15.232,15.232,14.866,15.232,14.866,15.232,15.232,14.866,15.524,15.524,15.524,14.56,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,29.547,27.731,29.069,28.653,29.155,27.203,27.803,27.019,26.249,26.907,24.759,24.042,23.345,22.627,21.213,21.932,19.849,19.849,18.439,18.439,17.804,17.205,17.205,16.643,15.264,14.765,15.232,14.866,13.601,14.318,14.318,15.133,15.133,15.033,14.036,15.033,15,15,15,15.133,16.125,15.297,15.297,15.297,15.297,15.524,15.524,14.866,15.811,15.811,15.811,14.866,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,28.425,28.32,27.586,29,27.659,27.803,27.803,26.627,26.627,25.239,24.698,23.324,23.324,21.954,21.954,20.591,20.591,18.868,18.868,18.028,17.205,16.401,16.401,16.279,14.866,15.556,14.866,14.213,14.422,13.892,13.892,14.318,14.318,13.601,14.866,14.56,14.56,14.56,14.318,15.133,14.318,15.133,14.036,14.036,15.033,14.036,15,15,15,14.036,15.033,14.036,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,29.732,30.364,28.862,29.833,29.428,29.275,28.16,28.071,27.019,27.019,26.019,25.02,24,24,23,23,22,20,20.025,19.026,19.026,18.111,17.117,16.492,16.492,16.763,15.811,15.232,15.652,14.765,15.264,15.264,15.264,15,15,15.62,16.279,15.556,15.62,15.62,14.866,15.62,15,15,15.811,15,15.811,15.264,15.264,14.765,14.765,14.765,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,31.145,31.401,30.806,32.016,31.321,30.676,29.732,30.083,28.636,28.231,27.313,26.401,26.401,25.08,24.166,23.259,22.361,21.932,21.541,20.248,19.313,18.974,18.028,18.439,17.263,17.263,17.117,16.031,16,16,16.125,16.125,16.279,16.279,16.279,16.492,16.763,17.088,16.155,17.464,16.155,16.553,16.125,17,17,17,16.643,16.643,15.811,16.401,16.401,16.401,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,30.806,31.401,31.257,31.145,31.016,31.016,29.017,30.067,29.069,28.16,27.166,26.173,25.179,25.179,24.187,23.195,22.204,21.095,21.024,20.025,20.025,19,18,18.028,17.117,17.117,17.263,16.763,15.811,16.155,16.553,16.553,16.553,17,16.125,16.643,17.205,17.804,17.029,17.029,17.029,17.692,16.971,16.971,16.279,17.692,17.692,17.029,17.029,17.804,17.205,17.205,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,29.017,27.659,26.173,25.495,26.571,27.203,26.249,27.514,25.632,24.352,23.77,22.847,22.472,21.19,21.19,20.616,18.974,18.028,18.028,17.72,16.763,16.492,16.492,15.297,15.133,15.033,14,14.036,14.142,14.318,13.342,13.342,13.601,13.928,13.928,14.318,14.318,13.892,13.892,14.422,14.422,13.601,15,14.213,14.213,14.866,14.866,14.142,14.142,14.213,14.213,14.213,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,29.833,31.401,31.064,30.806,30.887,30.414,30.463,29.547,28.231,28.231,26.926,25.632,25.632,25.298,24.042,23.409,22.136,21.541,20.616,20.616,19.698,18.788,17.889,17,17,17.493,18.601,12.806,13.038,13.416,16.279,15,16.401,14.422,16.643,15.811,16.125,17,16.553,17.088,16.155,16.155,15.811,15.811,16.763,15.811,16.492,16.492,16.279,16.279,16.279,16.279,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26.173,27.074,26.019,26.019,27.074,26.077,25.179,25.318,24.515,23.345,23.537,22.561,21.587,20.616,20.616,19.647,19.647,18.439,17.263,17.263,16.279,16.125,15.133,15.033,14,15,14.036,13.153,13.342,13.342,13.342,13.601,12.649,13.416,13.928,13,13.416,13.892,13.892,14.422,13.892,13.601,14.422,13.601,14.213,14.213,14.213,13.454,14.142,14.142,14.142,14.142,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.019,28.018,26.926,27.295,25.942,26.833,26,26,25.298,23.409,23.409,23.409,22.136,21.19,21.19,19.925,19.925,18.028,18.385,17.088,17.088,16.553,15.652,15.264,15.264,15.264,14.213,14.142,13.454,13.454,14.213,14.213,13.601,13.892,14.422,13.892,14.318,15.232,13.892,14.866,13.928,14.56,13.601,14.866,13.342,13.601,14.318,14.318,14.142,14.036,14.142,14.036,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,25.495,27.586,26.173,27.586,27.019,27.803,25.239,26.627,25.554,23.854,23.324,22.361,22.361,21.471,21.471,19.235,19.235,18.358,18.868,17,15.811,17.205,15,15,15.62,14.866,14.866,13.454,15,13.601,13.892,14.765,13.416,14.318,14.318,14.318,13.928,14.866,14.56,15.524,15.524,15.297,15.297,15.297,15.297,15.133,15.133,15.033,15.033,15.033,15.033,15.033,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.074,27.019,27,27.019,27.074,26.173,26.476,25.495,24.739,23.77,23.77,22.804,21.84,20.881,20.881,19.925,18.682,17.464,17.464,17.464,16.492,16.279,15.133,15.033,15.033,15,14.036,14.142,14.142,13.342,13.342,13.601,13.601,13.928,13.928,14.318,14.318,14.765,13.892,15.264,15.264,14.422,14.422,15,14.422,15,15,14.213,14.213,14.866,14.866,14.142,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,29.155,29.732,29.411,30.083,28.862,29.614,27.459,28.284,26.173,26.173,26.077,25.02,24.083,23.022,23.022,22.023,21.024,20.025,20.1,19.105,18.111,18.248,17.263,16.492,16.492,16.763,16.155,15.652,15.652,14.765,15.264,15.811,15,16.401,15.62,16.279,16.279,16.279,15.556,16.279,16.279,17.029,15.62,16.401,15.811,15.811,16.643,16.125,16.125,16.125,16.125,16.125,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,25.08,26,25.02,26.019,24.083,25.08,23.195,23.345,23.345,22.561,22.561,21.587,20.616,20.616,19.647,18.682,17.72,17.464,17.263,16.279,15.297,15.133,15.133,15.033,14.036,14,14.036,13.153,13.153,13.342,12.649,13.601,12.649,13,13.416,13,13,13.416,13.892,13.892,13.038,13.601,13.601,13.601,13.454,13.601,13.454,13.454,13.454,13.454,14.142,13.454,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,28.018,28.16,27.166,28.284,27.459,27.893,26.926,26.249,25.298,24.352,24.698,23.409,22.847,22.472,21.541,20.248,20.248,18.974,18.682,17.72,17.72,16.279,16.492,16.125,16.125,16.031,15,14.036,14.142,15.297,15.524,15.524,14.56,14.866,15.232,15.232,15.232,15.652,14.318,15.264,15.264,15.811,15.811,15.811,15,15,15.62,15.62,15.62,15.556,15.556,14.866,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,31.113,31.89,31.241,31.401,30.806,31.064,30.529,30.017,28.653,28.178,26.833,26.833,25.942,25.942,24.597,23.259,23.259,21.471,21.095,19.723,19.723,18.868,19.416,18.439,17.029,17.692,17.692,17.029,16.401,17.205,16.643,16.125,16.125,17,16.553,17.088,17.088,17.088,16.763,17.464,17.464,17.263,17.263,17.263,17.263,17.263,17.117,17.117,17.029,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,25.807,26.926,26.42,27.295,26.401,26,26.571,25,25,24.042,23.77,22.804,21.587,20.881,20.616,19.647,19.416,18.682,17.72,17.72,16.492,15.811,15.811,15.652,14.765,14.765,13.892,13.601,14.213,13.454,12.728,13.454,13.454,13.454,14.213,15,14.422,13.892,14.318,13.892,13.892,14.318,14.318,14.318,14.318,14.318,14.318,13.928,13.928,13.601,14.56,13.601,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,30.414,30.414,30.48,30.61,30,30.232,28.844,29.155,27.785,26.42,25.942,25.942,24.597,24.187,22.825,22.361,21.471,19.723,19.723,18.868,18.868,18.601,17.804,17.029,17.029,16.971,15.62,16.401,15.811,15.264,15.652,15.652,15.652,16.155,16.155,17.088,15.524,16.492,16.279,17.263,16.279,17.263,16.125,17.029,16.031,17.029,17.029,17.029,16.031,16.125,17,16,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.659,28.636,27.295,28.16,27.074,27.019,26,26.019,25.08,24.083,24.083,23.087,23.087,22.091,22.091,20.1,20.1,19.026,19.026,18.028,17.029,17,16,16.031,15.133,15.297,15.297,13.601,13.928,13.928,14.318,13.416,13.892,13.892,13.892,14.422,15,15.62,14.866,14.213,14.142,14.866,14.866,14.866,15.62,14.142,14.213,14.213,15,14.422,14.422,14.422,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.785,29.155,26.627,27.803,25.612,26.907,26.173,26.173,25.495,24.083,24.083,22.672,22.672,21.26,21.26,19.209,19.849,18.439,18.385,17.692,16.971,16.279,15.62,15.62,15,15.811,14.765,14.318,14.318,13.928,14.866,14.56,14.56,15.524,14.142,15.133,15.133,15.133,15.033,15.033,15,16.031,15,16,15.033,16.031,16.031,15.133,15.133,15.297,15.297,15.133,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.203,27.459,26.926,26.42,28.178,26.401,26.926,26.571,25.298,25.298,24.042,23.087,22.804,21.84,20.616,20.616,19.647,19.925,18.974,17.72,18.028,17.088,16.155,15.652,15.652,14.765,14.422,14.422,13.601,14.213,13.454,14.142,14.142,13.454,14.213,14.213,14.422,14.422,14.765,13.892,13.892,13.892,14.765,14.765,14.318,14.318,14.318,14.318,14.866,14.56,13.601,14.56,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26.926,26.683,26.476,27.295,26.173,27.074,26.019,26,25,24.021,24.021,22.023,22.023,21.024,20.025,20.025,19.026,18.028,18,17,16.031,16.031,16.031,15.297,14.318,14.56,14.56,13.928,14.318,13.416,14.422,14.422,14.213,14.213,14.142,14.213,14.866,16.279,14.142,15,14.142,15.62,15,15,15,13.892,15.264,14.765,15.264,14.765,15.652,14.765,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,33.015,33.287,33.615,33.121,33.541,32.696,31.385,31.016,29.732,29.732,28.16,28.16,27.203,25.962,25.962,24.739,23.77,22.804,22.136,21.19,20.616,19.313,18.385,17.889,18.358,17.493,17.205,17.029,16.279,16.279,16.279,17.029,16.401,17.205,17.205,16.643,17,17.889,17.889,18.385,16.553,18.385,18.028,18.028,18.028,17.72,17.72,17.464,17.464,17.263,17.263,17.263,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,30,31.064,28.302,30.887,29.069,29.069,29.155,28.46,27.203,27.514,27.203,25.298,25,24.042,22.804,22.804,21.84,20.881,20.248,19.925,19.313,18.385,17.464,17,16.643,16.643,16.401,15.62,15.556,15.556,14.866,14.866,15,16.401,15,15.264,15.652,15.652,15.232,16.155,15.652,16.155,15.811,15.811,16.155,15.811,16.763,15.524,16.279,16.279,16.279,15.297,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,29.732,29.698,30.48,30.48,30.61,29.411,28.844,29.155,27.785,27.785,26.42,25.942,24.597,24.597,23.259,23.707,21.471,21.471,20.591,19.723,18.868,18.028,18.028,17.804,17.029,16.279,15.556,16.401,15.811,15,15.264,15.264,15.652,15.652,13.416,14.318,16.155,16.763,15.524,15.524,16.492,16.279,16.279,15.297,16.125,16.279,16.125,16.031,16.031,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,29.53,30.017,27.785,28.302,27.203,27.803,27.019,26.907,26.249,25.495,24.759,24.083,23.345,21.932,21.932,20.518,20.518,19.105,19.105,18.439,17.804,17.029,16.401,16.401,15.811,15.811,15.652,14.318,13.928,14.866,14.56,14.56,14.318,15.133,14.142,15.133,15.133,16.031,15.033,15,15.033,15.033,15.033,16,15.133,16.031,15.297,15.297,15.297,15.133,15.297,15.297,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.586,27.659,27.803,27.203,28.018,26.926,26.926,25.942,25.06,24.597,24.166,22.847,21.932,21.541,20.616,20.125,18.788,18.788,17.889,17.889,17,16.643,16.125,15.811,15,15,14.142,14.213,14.213,13.601,14.422,14.765,14.765,14.765,14.318,15.232,14.318,14.866,14.56,14.56,15.524,15.297,15.297,15.297,15.133,15.297,15.133,15.033,15.033,15.033,15.033,15.033,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,25.298,25.632,25.08,25.495,24.597,25.554,24.698,24.413,23.601,23.022,22.204,21.401,21.401,20,19.209,19.209,17.804,17.205,17.205,17.205,16.643,15.264,15.264,14.318,14.318,14.318,13.601,13.342,13.342,13.153,13.038,13.038,13.038,13,13,14,14.036,14.142,13.153,13.153,14.142,14.318,13.342,13.601,13.601,13.601,13.601,13.601,13.928,13,14.318,13,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,29.428,30.594,29.833,30.083,29.411,29.732,28.792,28.231,27.731,26.833,26.833,25.06,25.06,23.707,22.825,21.471,21.471,20.125,20.125,19.698,18.385,18.028,16.763,16.492,15.524,16.279,15.133,15.033,16,15,16.031,15.133,15.133,15.297,15.297,15.524,16.763,16.763,16.155,16.155,16.155,16.553,16.553,17,17,17,16.125,15.264,16.125,15.811,15.811,16.643,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.514,27.203,27.893,27.893,27.459,27.295,26.173,26.077,25.02,25.02,24,23,23,22.023,21,21,20,19,18.028,18.028,17.117,17.117,16.125,16.279,15.524,15.524,14.866,14.318,13.416,13.892,13.892,13.892,13.601,15,15,15.556,15.556,15.556,14.213,14.866,14.866,15,14.213,15,15,15,15.264,14.422,15.264,14.765,14.765,14.765,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,26.173,28,29.017,27.166,28.16,26.173,26.306,26.173,25.495,24.331,22.804,22.804,22.804,21.587,21.587,20.396,19.416,19.235,18.248,18.111,17.117,17.029,16,16,15.033,15.033,14.318,14.56,14.56,14.866,14.318,14.318,14.765,15.264,14.422,15.811,15,15,15.62,14.866,14.866,15.556,15.556,15.556,14.866,15.62,15.62,15,15,15.811,15.264,14.422,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.514,27.857,27.893,28.16,26.476,26.306,25.495,26.077,25.08,25.08,24,22,22.023,21.024,22.023,21.024,20.025,19.026,18.028,17.029,17.117,16.279,16.125,15.297,15.524,14.56,13.928,14.318,13.892,13.892,14.422,13.601,14.213,13.454,14.866,14.213,14.142,14.142,13.454,14.866,14.213,14.213,13.601,14.422,14.422,14.422,14.765,13.892,13.892,13.416,14.765,14.318,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,31.241,30.806,31.064,30.529,30.529,30.414,29.967,29.155,28.231,27.857,26.926,25.632,25.632,24.352,23.409,23.409,21.541,22.472,20.616,19.698,19.698,17.889,18.788,17.493,16.643,16.643,16.401,16.279,15.556,16.279,15,16.401,15.811,15.264,15.264,16.125,16.553,16.155,16.155,16.155,15.811,15.811,16.763,15.524,16.492,15.524,16.492,16.279,16.279,16.031,16.125,15.133,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,27.803,29,26.87,26.87,25.495,26.249,25.612,25.807,26.077,24.698,23.854,23.324,21.633,21.633,21.095,20.248,18.868,18.028,17.804,17.205,16.401,15.62,15.62,15.556,14.866,15,14.422,14.422,14.765,14.318,13.928,14.866,14.866,14.56,14.56,15.297,15.297,15.133,15.133,15.033,15.033,15.033,15,15,15,15.033,15.033,16.125,15.133,14.142,15.133,14.318,0,0,0,0,0,0,0,0,0,0,0,0
unmammed,31.048,30.676,30.676,31.016,30.463,30.414,29.53,29.155,28.302,27.459,26.627,25.807,25.807,24.413,23.601,23.022,21.633,21.633,21.095,20.248,19.235,19.235,17.889,17.464,17.464,17.088,16.492,16.279,16.279,16.125,16.031,17.029,17,17.029,16.031,17.029,17.117,17.263,17.263,17.464,17.464,17.464,17.72,17.72,16.763,17.72,17.088,17.088,17.088,17.464,17.464,16.553,0,0,0,0,0,0,0,0,0,0,0,0
